N,D,bonus,condition,seed,update,eat0,eat1,selectivity,zaps,ret
12,100,4,none,0,64,64.1328125,74.14453125,0.0,56.22265625,0.26666802167892456
12,100,4,none,0,65,64.3671875,74.57421875,0.0,56.2890625,0.09515111148357391
12,100,4,none,0,66,63.61328125,74.56640625,0.0,56.48046875,0.3935233950614929
12,100,4,none,0,67,63.9375,74.72265625,0.0,56.18359375,0.4449556767940521
12,100,4,none,0,68,63.9296875,75.44921875,0.0,56.0234375,0.28678521513938904
12,100,4,none,0,69,64.046875,74.7890625,0.0,56.56640625,0.4074232578277588
12,100,4,none,0,70,64.18359375,74.5234375,0.0,56.296875,0.24563948810100555
12,100,4,none,0,71,64.34375,74.6640625,0.0,56.7890625,0.31243619322776794
12,100,4,none,0,72,64.703125,74.5859375,0.0,56.6796875,0.24830874800682068
12,100,4,none,0,73,63.65625,75.23828125,0.0,56.2890625,0.20081529021263123
12,100,4,none,0,74,64.30859375,75.5703125,0.0,56.51953125,0.3968437612056732
12,100,4,none,0,75,64.37109375,75.79296875,0.0,56.53125,0.3439142107963562
12,100,4,none,0,76,62.03515625,75.1875,0.0,56.7578125,0.7764662504196167
12,100,4,none,0,77,63.765625,74.70703125,0.0,56.984375,0.4756198823451996
12,100,4,none,0,78,64.390625,74.6015625,0.0,56.921875,0.1324232518672943
12,100,4,none,0,79,62.46484375,75.5859375,0.0,57.13671875,0.5992202162742615
12,100,4,none,0,80,62.6171875,75.59375,0.0,56.78515625,0.594890832901001
12,100,4,none,0,81,63.171875,75.34375,0.0,57.18359375,0.5236992835998535
12,100,4,none,0,82,62.93359375,75.765625,0.0,57.46484375,0.6397475004196167
12,100,4,none,0,83,62.03515625,75.96484375,0.0,56.91015625,0.7313816547393799
12,100,4,none,0,84,63.1015625,76.203125,0.0,56.85546875,0.6541029810905457
12,100,4,none,0,85,61.828125,76.015625,0.0,56.8203125,0.7315769195556641
12,100,4,none,0,86,62.98828125,75.4296875,0.0,56.9453125,0.3034519553184509
12,100,4,none,0,87,62.6015625,75.21875,0.0,57.4375,0.5775079727172852
12,100,4,none,0,88,62.90234375,75.52734375,0.0,56.76953125,0.5948905944824219
12,100,4,none,0,89,63.3046875,75.96875,0.0,56.86328125,0.6024101972579956
12,100,4,none,0,90,62.7421875,76.02734375,0.0,56.5625,0.5114923715591431
12,100,4,none,0,91,62.75,76.41015625,0.0,56.91796875,0.5059258341789246
12,100,4,none,0,92,62.52734375,76.37109375,0.0,57.1171875,0.8471692800521851
12,100,4,none,0,93,62.3828125,76.390625,0.0,57.30078125,0.8532240390777588
12,100,4,none,0,94,62.8671875,76.53515625,0.0,57.125,0.7157891988754272
12,100,4,none,0,95,62.921875,76.19921875,0.0,57.1171875,0.6281265020370483
12,100,4,none,0,96,62.36328125,76.3125,0.0,57.234375,0.9001967310905457
12,100,4,none,0,97,62.40625,76.50390625,0.0,57.44921875,0.7649427652359009
12,100,4,none,0,98,62.98046875,77.01171875,0.0,57.3671875,0.7502942085266113
12,100,4,none,0,99,62.43359375,76.5859375,0.0,57.4453125,0.7184257507324219
12,100,4,none,0,100,62.5859375,77.16796875,0.0,56.73046875,0.7021172046661377
12,100,4,none,0,101,62.64453125,76.921875,0.0,57.125,0.8861340880393982
12,100,4,none,0,102,63.15625,76.98046875,0.0,57.0,0.7356785535812378
12,100,4,none,0,103,63.03125,77.2734375,0.0,57.1171875,0.8612319827079773
12,100,4,none,0,104,63.421875,77.19921875,0.0,57.50390625,0.8148778676986694
12,100,4,none,0,105,62.1953125,77.65234375,0.0,57.66796875,1.2632502317428589
12,100,4,none,0,106,62.796875,77.51953125,0.0,57.08203125,0.8884129524230957
12,100,4,none,0,107,62.0625,77.9375,0.0,57.140625,1.0868504047393799
12,100,4,none,0,108,62.5546875,77.91796875,0.0,57.015625,0.9233412146568298
12,100,4,none,0,109,62.15625,78.66796875,0.0,57.30078125,1.0898778438568115
12,100,4,none,0,110,63.59375,76.6015625,0.0,57.6875,0.6641291975975037
12,100,4,none,0,111,61.859375,77.1171875,0.0,57.61328125,0.9661471843719482
12,100,4,none,0,112,63.11328125,78.0625,0.0,57.4375,0.8541682958602905
12,100,4,none,0,113,62.31640625,77.22265625,0.0,57.58984375,1.0593762397766113
12,100,4,none,0,114,62.66796875,76.69921875,0.0,57.54296875,0.7111015319824219
12,100,4,none,0,115,62.125,78.13671875,0.0,57.921875,1.1388686895370483
12,100,4,none,0,116,62.609375,77.86328125,0.0,57.375,0.8454440832138062
12,100,4,none,0,117,63.2421875,76.84375,0.0,57.6328125,0.8197931051254272
12,100,4,none,0,118,62.54296875,77.1484375,0.0,57.83203125,0.9662124514579773
12,100,4,none,0,119,63.34375,77.53125,0.0,58.23828125,0.8289728164672852
12,100,4,none,0,120,63.92578125,77.08203125,0.0,57.375,0.60374516248703
12,100,4,none,0,121,62.796875,77.34375,0.0,57.78515625,0.9076187014579773
12,100,4,none,0,122,62.77734375,77.11328125,0.0,57.62109375,1.0724300146102905
12,100,4,none,0,123,62.015625,77.44140625,0.0,57.7734375,0.9117527008056641
12,100,4,none,0,124,62.07421875,77.56640625,0.0,58.27734375,1.047885537147522
12,100,4,none,0,125,62.31640625,77.859375,0.0,57.83984375,1.1669611930847168
12,100,4,none,0,126,63.0078125,77.37890625,0.0,58.1640625,1.0483086109161377
12,100,4,none,0,127,62.1171875,77.96484375,0.0,57.75,1.156414270401001
12,100,4,none,0,128,62.3046875,77.4765625,0.0,58.24609375,1.2159194946289062
12,100,4,none,0,129,62.71875,78.69140625,0.0,57.6640625,1.0048516988754272
12,100,4,none,0,130,61.3671875,78.2734375,0.0,58.2578125,1.2239272594451904
12,100,4,none,0,131,62.0078125,78.296875,0.0,57.734375,1.0445653200149536
12,100,4,none,0,132,62.60546875,79.0625,0.0,57.390625,0.853907585144043
12,100,4,none,0,133,62.6640625,78.31640625,0.0,57.63671875,1.1890963315963745
12,100,4,none,0,134,60.80859375,78.5078125,0.0,58.171875,1.4444351196289062
12,100,4,none,0,135,61.98828125,78.09765625,0.0,57.84375,1.0628271102905273
12,100,4,none,0,136,62.98046875,77.921875,0.0,58.0390625,1.0059258937835693
12,100,4,none,0,137,62.33203125,79.0546875,0.0,57.66015625,1.0250990390777588
12,100,4,none,0,138,62.34765625,77.60546875,0.0,58.171875,1.0708022117614746
12,100,4,none,0,139,61.9375,78.453125,0.0,57.828125,1.0886406898498535
12,100,4,none,0,140,62.0078125,78.59375,0.0,58.1875,1.197918176651001
